id,listing_name,host_id,host_name,neighborhood,latitude,longitude,room_type,property_type,price,minimum_nights,number_of_reviews,reviews_per_month,availability_365,rating,cleaning_fee,service_fee,instant_bookable,last_review
1893,Linda Drives Stay,8529,Richard,Manhattan,40.672125,-73.734398,Private room,Condo,106,2,336,8.9,41,3.9,33,16,True,2025-11-21
1894,Debra Manors Stay,7697,Justin,Manhattan,40.784064,-73.815617,Private room,Villa,143,12,35,7.66,327,3.1,48,12,False,2025-08-20
1895,Roman Rest Stay,9909,Angela,Upper East Side,40.666394,-73.813951,Private room,House,135,7,0,1.21,114,4.0,50,5,True,2026-02-17
1896,Walton Crossroad Stay,1510,Jeffrey,Upper East Side,40.527432,-73.757773,Shared room,Condo,21,13,181,10.27,48,4.9,21,28,True,2025-10-28
1897,Michael Forge Stay,7122,Andrew,Brooklyn,40.514473,-73.957503,Shared room,Studio,44,2,294,1.14,303,3.4,62,39,False,2026-04-02
1898,Nguyen Track Stay,9786,Charles,Williamsburg,40.504587,-73.975524,Hotel room,Villa,81,3,305,10.21,362,3.3,56,6,False,2025-05-19
1899,Austin Skyway Stay,3301,Alan,Brooklyn,40.52969,-74.022115,Hotel room,Apartment,288,10,180,1.96,69,3.1,43,7,True,2026-01-24
1900,Michael Common Stay,6714,Tammy,Chelsea,40.654143,-73.813461,Entire home/apt,Condo,373,5,276,0.08,204,3.2,33,31,True,2026-04-27
1901,Santana Pines Stay,6210,Linda,Bronx,40.696155,-74.062679,Entire home/apt,Condo,423,2,60,6.65,24,4.7,18,39,True,2026-03-12
1902,Garcia Keys Stay,3983,Jennifer,Queens,40.629818,-73.866513,Private room,Villa,96,12,260,9.23,297,4.4,27,8,False,2026-02-25
1903,Lewis Flat Stay,9272,Gary,Bronx,40.780446,-73.701423,Entire home/apt,Loft,459,14,53,10.15,298,4.4,23,30,True,2025-12-17
1904,Lee Drive Stay,1802,Shane,SoHo,40.837019,-73.782957,Entire home/apt,Loft,203,1,265,1.47,140,4.6,11,21,False,2025-10-17
1905,Kent Dam Stay,1624,Charles,Manhattan,40.821777,-73.879276,Entire home/apt,Villa,432,4,139,5.1,166,3.5,55,6,False,2026-05-08
1906,Eric Hill Stay,8483,Marissa,Upper East Side,40.60491,-73.94065,Shared room,Studio,36,10,285,2.65,316,4.3,54,7,False,2026-01-01
1907,Clark Walks Stay,6883,Allison,Queens,40.68172,-73.756242,Shared room,Apartment,22,11,226,10.89,91,3.6,34,39,False,2025-09-23
1908,Allen Squares Stay,2568,Austin,Harlem,40.656298,-73.757328,Hotel room,Studio,91,5,253,1.67,322,3.8,70,23,False,2025-08-21
1909,Christian Courts Stay,8307,Blake,SoHo,40.882926,-74.066079,Entire home/apt,House,471,13,199,4.64,276,3.8,11,17,False,2025-07-12
1910,Lisa Turnpike Stay,1753,Scott,Williamsburg,40.549974,-73.952169,Private room,Loft,180,3,429,5.97,251,4.6,47,7,True,2026-04-11
1911,Reyes Mount Stay,3424,Alexandria,SoHo,40.609407,-73.71559,Hotel room,House,162,6,77,4.1,199,4.7,10,38,False,2025-08-19
1912,Angela Burg Stay,2769,Kevin,Upper East Side,40.644786,-73.76031,Shared room,Studio,77,6,395,1.8,320,3.7,39,26,True,2026-03-30
1913,Ross Ridge Stay,6396,Jason,Bronx,40.745048,-73.768272,Entire home/apt,Studio,259,4,147,7.97,124,3.3,25,5,True,2026-02-27
1914,Baker Stream Stay,2230,Sara,Upper East Side,40.612415,-74.087612,Shared room,Loft,55,9,474,9.48,262,3.4,35,34,False,2025-07-15
1915,Allen Way Stay,2880,Jillian,Williamsburg,40.670834,-73.887639,Private room,Villa,51,4,47,2.6,318,4.9,76,10,True,2025-06-13
1916,Smith Grove Stay,6091,Paul,Manhattan,40.56505,-73.93664,Entire home/apt,Villa,410,8,265,9.27,222,4.6,52,28,False,2025-09-24
1917,Darrell Falls Stay,9563,Jason,Staten Island,40.88014,-74.042518,Shared room,House,58,12,387,11.91,320,3.3,49,23,True,2026-03-09
1918,Huang Park Stay,4056,Toni,SoHo,40.721415,-73.967553,Private room,Loft,57,4,128,4.04,117,4.1,77,16,False,2026-02-21
1919,Haney Court Stay,7207,Wanda,Manhattan,40.783437,-73.887089,Shared room,Condo,75,9,279,11.64,153,3.6,74,33,True,2025-06-07
1920,Mckinney Plain Stay,4524,Sara,Queens,40.786713,-73.94399,Entire home/apt,Villa,361,6,309,2.27,190,4.6,27,30,True,2026-03-26
1921,Philip Passage Stay,5314,Tyler,Manhattan,40.587947,-73.845772,Hotel room,Loft,282,2,7,9.66,41,3.6,46,27,True,2025-07-15
1922,Jennifer Wells Stay,4354,Collin,Upper East Side,40.585413,-73.861936,Hotel room,Loft,149,10,435,5.75,62,4.4,56,19,True,2026-01-09
1923,Dustin Estate Stay,2511,Andrea,Staten Island,40.51006,-74.081717,Hotel room,House,87,4,405,7.6,115,3.6,73,28,False,2025-08-04
1924,Mann Center Stay,8801,Yolanda,Harlem,40.704694,-74.078525,Entire home/apt,Villa,391,12,476,9.71,66,3.2,29,36,False,2026-01-22
1925,Gerald Drive Stay,1737,Jo,Chelsea,40.881031,-74.015738,Hotel room,House,153,2,82,2.01,117,4.7,51,21,True,2025-10-01
1926,Sanders Wells Stay,9607,Eric,Manhattan,40.587337,-73.941463,Shared room,Condo,59,8,158,5.52,254,3.5,68,6,True,2025-10-19
1927,Wendy Ferry Stay,8361,Alan,Harlem,40.65105,-73.813181,Hotel room,Loft,252,3,437,11.91,79,3.2,33,39,True,2026-03-13
1928,Walter Viaduct Stay,5285,Audrey,Upper East Side,40.805023,-74.046535,Private room,Studio,177,5,362,9.49,306,3.4,11,24,False,2025-06-18
1929,Reid Fork Stay,7505,Robert,Upper East Side,40.512985,-73.990734,Hotel room,Studio,182,6,118,1.13,103,3.5,43,18,False,2025-08-20
1930,Conley Plaza Stay,2606,Cory,Staten Island,40.561608,-73.995445,Entire home/apt,Apartment,386,2,14,10.48,120,3.9,21,35,True,2025-12-07
1931,Farmer Lights Stay,7730,David,Williamsburg,40.790645,-73.868246,Private room,Condo,175,6,377,11.82,282,4.6,57,21,True,2026-04-06
1932,Smith Radial Stay,7719,Kayla,Upper East Side,40.577369,-73.824261,Private room,Condo,90,6,295,5.96,250,3.8,64,38,False,2025-09-12
1933,James Well Stay,4418,Nicholas,Chelsea,40.83338,-73.976561,Shared room,Studio,74,8,131,11.98,37,4.2,38,40,True,2025-08-06
1934,Rita Manors Stay,4284,Amy,Williamsburg,40.743122,-74.094806,Shared room,House,36,13,250,10.19,58,3.7,13,7,True,2026-04-05
1935,Price Pass Stay,1003,Emily,Brooklyn,40.623127,-74.026629,Private room,Studio,125,4,211,11.66,255,4.2,19,21,True,2026-03-30
1936,Alejandro Squares Stay,1303,Ana,Manhattan,40.624746,-73.848464,Hotel room,Apartment,260,13,337,7.23,45,3.7,71,19,True,2025-10-30
1937,Johnathan Keys Stay,3973,James,Chelsea,40.891123,-73.866387,Hotel room,Condo,195,7,60,0.54,92,4.5,68,16,False,2025-12-08
1938,Patton Inlet Stay,8189,Andrew,Bronx,40.892366,-73.741678,Private room,Apartment,170,6,317,11.81,53,4.3,56,28,False,2025-07-01
1939,Benjamin Forges Stay,6499,Jackie,Bronx,40.623302,-73.852569,Private room,Condo,41,14,494,5.6,255,3.4,33,31,True,2025-07-17
1940,Shane Pines Stay,2029,Deanna,Harlem,40.513973,-73.797525,Shared room,Condo,90,6,344,7.26,102,4.9,74,29,False,2025-07-15
1941,Sparks Path Stay,9129,Matthew,Staten Island,40.520424,-73.946928,Private room,Villa,145,3,250,4.75,252,4.3,54,30,False,2025-11-23
1942,Reeves Court Stay,5248,Catherine,Williamsburg,40.827706,-73.846795,Hotel room,Villa,238,8,381,0.94,181,4.7,40,22,False,2026-01-04
1943,Lee Haven Stay,6972,Derrick,SoHo,40.596535,-73.901938,Entire home/apt,Villa,446,10,331,0.07,139,4.4,77,30,False,2026-01-17
1944,Ballard Ferry Stay,6724,Ronald,Upper East Side,40.611863,-73.75324,Shared room,Loft,76,1,395,11.61,268,3.0,39,39,True,2026-02-01
1945,David Vista Stay,2980,Denise,Williamsburg,40.59907,-73.859666,Shared room,Condo,43,5,499,8.88,21,4.4,45,6,False,2026-01-20
1946,Soto Coves Stay,7329,Katherine,Chelsea,40.587369,-73.775681,Private room,Apartment,62,12,131,10.06,160,3.2,28,31,False,2025-08-22
1947,Burke Squares Stay,5773,David,Bronx,40.86981,-73.913088,Hotel room,Villa,131,11,218,3.2,201,4.7,14,20,True,2026-03-05
1948,Stacy Spur Stay,6499,Jason,Chelsea,40.737854,-73.786976,Private room,Studio,161,12,488,9.09,145,4.6,18,8,True,2026-05-03
1949,Dean Causeway Stay,6372,Michelle,Queens,40.545994,-73.980388,Hotel room,Condo,108,9,134,7.1,236,4.0,70,17,True,2026-01-13
1950,Jasmin Pike Stay,8326,Samantha,Manhattan,40.844884,-73.951518,Hotel room,Apartment,162,12,484,5.68,302,3.4,53,6,False,2025-06-05
1951,Daniel Underpass Stay,7610,Diana,Queens,40.844287,-73.911852,Hotel room,Apartment,265,7,387,5.65,246,3.2,79,12,True,2025-07-10
1952,Lara Estates Stay,2798,Adam,Queens,40.55095,-73.903206,Private room,Villa,64,5,186,7.18,301,4.0,48,11,True,2026-01-06
1953,Bradley Mission Stay,9274,Alicia,Chelsea,40.811401,-74.095317,Hotel room,Studio,257,10,33,9.1,321,4.6,61,28,True,2026-04-28
1954,Meagan Shore Stay,4358,Andrea,Harlem,40.804541,-73.827708,Shared room,Apartment,78,5,225,6.37,137,4.0,35,5,True,2026-01-03
1955,John Cliffs Stay,5665,Lisa,Williamsburg,40.77604,-74.097104,Shared room,Condo,62,5,449,3.15,66,4.0,75,8,True,2026-02-06
1956,Hall Curve Stay,5199,Dana,Brooklyn,40.598282,-73.720711,Hotel room,Studio,285,7,252,8.93,166,4.5,74,22,False,2025-12-28
1957,Amber Spur Stay,4050,Brittany,Manhattan,40.888687,-74.08653,Shared room,Villa,23,11,454,4.46,2,4.7,53,14,False,2025-06-30
1958,Johnny Crossing Stay,1618,Sherri,Upper East Side,40.859573,-73.857179,Entire home/apt,Apartment,500,10,337,7.47,195,3.4,12,15,True,2025-11-11
1959,Darren Parks Stay,2922,Melody,Harlem,40.821298,-73.989929,Shared room,Loft,23,13,430,0.72,92,4.4,36,15,True,2026-03-14
1960,Smith Path Stay,5787,Alyssa,Queens,40.551209,-74.068646,Shared room,House,20,9,71,8.4,354,4.7,76,13,True,2025-12-10
1961,Lopez Plains Stay,5871,Jennifer,Williamsburg,40.712275,-73.816473,Entire home/apt,Villa,136,4,468,6.19,227,4.5,72,33,True,2025-07-17
1962,Wright Pike Stay,9622,Edward,Williamsburg,40.831947,-73.950101,Private room,Loft,124,2,274,1.88,74,4.7,34,37,True,2025-10-02
1963,Stephen Wall Stay,4025,Angel,Staten Island,40.848329,-73.953948,Private room,Studio,65,8,351,5.03,270,4.6,20,26,False,2025-07-15
1964,Thornton Rest Stay,6379,Lindsay,Manhattan,40.837986,-73.995279,Private room,Apartment,71,9,232,4.65,345,4.6,11,23,False,2025-07-18
1965,Andrea Valley Stay,5182,Alec,Brooklyn,40.615243,-73.815262,Shared room,Villa,37,1,121,11.01,13,3.9,62,28,False,2025-11-14
1966,Kimberly Street Stay,2015,Cynthia,Upper East Side,40.703116,-73.815278,Private room,Loft,170,11,78,5.36,168,3.6,67,36,False,2025-12-25
1967,Miranda Parkway Stay,9426,James,SoHo,40.678951,-73.75939,Private room,Loft,70,12,300,9.75,127,4.0,70,7,True,2025-09-03
1968,Wesley Gateway Stay,6087,Martin,Manhattan,40.727676,-73.805115,Shared room,Loft,90,8,458,3.18,54,3.9,26,17,False,2025-10-10
1969,Martinez Shores Stay,1489,Julie,Chelsea,40.872052,-73.789391,Entire home/apt,House,288,7,228,3.16,10,3.8,25,14,True,2025-09-04
1970,Rasmussen Gardens Stay,7026,Brittany,Queens,40.879374,-73.822628,Hotel room,Condo,152,4,141,1.24,326,4.6,17,26,False,2025-11-08
1971,Natalie Forges Stay,6956,Mark,SoHo,40.869453,-73.779432,Private room,Loft,131,2,217,11.91,339,3.4,57,35,False,2025-10-13
1972,Bailey Vista Stay,2501,Erin,Williamsburg,40.511988,-73.93305,Entire home/apt,Studio,433,12,26,3.52,40,3.9,57,26,False,2025-07-31
1973,Hayes Points Stay,7405,Jason,SoHo,40.722395,-73.745133,Private room,Apartment,156,13,480,7.39,124,4.7,63,7,False,2025-06-17
1974,Jennifer Islands Stay,2282,Craig,Manhattan,40.537134,-73.95223,Entire home/apt,Apartment,308,4,88,0.52,207,3.6,14,17,True,2025-05-16
1975,Garza Courts Stay,4869,Roy,Bronx,40.717337,-73.845487,Hotel room,House,80,9,86,11.32,32,4.1,37,38,False,2025-12-19
1976,Ashley Points Stay,5472,Sean,Chelsea,40.852271,-73.778246,Entire home/apt,Condo,351,12,4,6.52,153,4.0,21,16,False,2026-02-07
1977,Jonathan Mission Stay,7767,Mary,Harlem,40.622782,-73.760709,Hotel room,Loft,266,5,237,7.78,99,4.5,31,36,False,2025-10-17
1978,Andrea Gardens Stay,8772,Robin,Bronx,40.677451,-73.758105,Hotel room,Studio,103,5,312,6.8,159,3.8,67,10,False,2026-01-02
1979,Justin Common Stay,6358,Julia,Harlem,40.632112,-73.925135,Private room,Studio,125,5,334,1.73,314,3.6,29,29,True,2025-08-02
1980,Humphrey Drive Stay,9509,Brandon,Upper East Side,40.525551,-73.74105,Hotel room,Loft,187,11,275,2.18,71,4.2,28,20,True,2025-12-28
1981,Williams Row Stay,4404,Matthew,Harlem,40.592162,-73.817199,Hotel room,House,199,13,138,0.64,198,4.4,18,18,False,2025-09-04
1982,Phyllis River Stay,6401,David,Staten Island,40.631143,-73.945983,Shared room,Condo,26,13,467,10.67,345,4.6,61,28,False,2025-08-29
1983,Hill Walks Stay,3158,Brett,Harlem,40.866626,-73.845119,Entire home/apt,Apartment,300,8,333,5.09,327,3.5,43,18,False,2026-01-19
1984,Traci Motorway Stay,8117,Shane,Queens,40.642053,-73.746876,Hotel room,Apartment,145,13,129,2.13,31,3.6,21,37,False,2025-09-29
1985,Juan Circles Stay,5088,Michael,Staten Island,40.630319,-73.847371,Hotel room,Villa,92,2,292,11.65,177,4.3,12,26,False,2025-11-03
1986,Amy Hill Stay,9903,Robin,Brooklyn,40.535036,-73.994755,Private room,House,180,4,467,2.23,95,4.4,74,35,False,2025-10-15
1987,Watson Falls Stay,4394,Jason,Bronx,40.581782,-74.061685,Private room,Condo,52,7,20,11.04,258,4.2,19,36,True,2026-04-24
1988,Boyd Wells Stay,6727,Hannah,SoHo,40.683651,-73.764563,Private room,House,60,13,426,11.02,297,4.7,62,28,True,2025-11-24
1989,Courtney Motorway Stay,8032,Stacy,Queens,40.538273,-74.054774,Hotel room,Apartment,237,5,110,3.8,257,4.6,15,24,True,2025-06-26
1990,Penny Turnpike Stay,1657,Joseph,Chelsea,40.671243,-74.095664,Hotel room,Villa,136,13,78,10.77,71,3.2,80,34,False,2025-11-21
1991,Nunez Rue Stay,3539,Michael,Bronx,40.517491,-74.001668,Hotel room,Apartment,293,10,64,5.32,127,4.6,32,31,False,2025-10-15
1992,Joseph Center Stay,2416,Jessica,SoHo,40.861731,-73.712791,Hotel room,Apartment,182,6,261,0.27,74,3.5,51,26,False,2026-02-26
1993,Smith Vista Stay,8750,Sarah,Harlem,40.798956,-74.042411,Hotel room,House,241,12,160,1.35,3,4.8,55,32,False,2026-04-22
1994,Mclean Springs Stay,2363,Tiffany,Harlem,40.77913,-74.063476,Entire home/apt,Loft,356,7,232,10.43,306,3.4,33,20,False,2026-02-06
1995,Santos Radial Stay,9679,Christie,Upper East Side,40.61275,-73.866895,Private room,Villa,44,6,495,0.98,214,3.7,17,33,False,2026-02-06
1996,Cole Bridge Stay,5446,Erik,Queens,40.570655,-73.826638,Entire home/apt,Villa,390,7,383,6.34,171,4.3,52,12,True,2026-03-01
1997,Harris Park Stay,5993,Daniel,Manhattan,40.717749,-74.086889,Shared room,Apartment,61,6,50,0.6,113,3.4,60,28,True,2026-01-19
1998,Taylor Prairie Stay,7034,Danielle,Harlem,40.779961,-74.022597,Private room,House,120,12,445,0.64,295,4.6,46,12,False,2025-12-30
1999,Joanna Lodge Stay,8576,Tony,Bronx,40.50429,-73.713337,Hotel room,Condo,281,5,225,0.74,94,3.7,31,40,True,2026-01-25
2000,Melissa Ridges Stay,9670,Hannah,Upper East Side,40.543376,-73.948564,Hotel room,Apartment,177,8,191,0.44,309,3.2,40,20,True,2025-05-19
2001,Meredith Meadow Stay,7200,Samuel,Brooklyn,40.74263,-73.880722,Entire home/apt,Villa,297,4,367,7.81,249,4.2,58,23,False,2026-04-29
2002,Timothy Mission Stay,5849,Nicholas,Williamsburg,40.871231,-73.751955,Shared room,Villa,69,14,76,11.75,171,4.1,57,34,True,2025-06-08
2003,Stephanie Gardens Stay,1202,Rachel,Chelsea,40.68759,-73.747706,Hotel room,Loft,126,6,217,1.77,93,3.9,30,31,True,2026-03-09
2004,Nguyen Vista Stay,1327,Ricardo,Harlem,40.795802,-74.089444,Entire home/apt,Apartment,407,10,453,11.27,112,3.9,10,9,False,2025-07-25
2005,Green Parks Stay,3227,Samantha,Manhattan,40.699838,-73.937513,Entire home/apt,Villa,359,3,270,0.29,342,4.3,77,34,False,2025-09-04
2006,Dominguez Knoll Stay,7319,John,Chelsea,40.702608,-73.747623,Entire home/apt,Apartment,262,2,53,6.76,218,4.3,61,24,False,2026-04-29
2007,Brown Islands Stay,2836,Vanessa,Chelsea,40.896196,-73.773026,Hotel room,House,179,3,18,4.25,61,4.9,57,30,True,2025-07-26
2008,Jose Pines Stay,1798,Melanie,Chelsea,40.698396,-74.057664,Shared room,Villa,65,8,382,3.19,268,3.8,70,17,False,2025-08-09
2009,Hunter Fort Stay,9349,Jacqueline,Brooklyn,40.67971,-73.707849,Private room,Villa,165,8,230,7.29,191,4.7,52,40,False,2026-01-23
2010,Brandon Views Stay,6745,Sean,Williamsburg,40.557838,-74.085561,Private room,Loft,160,2,313,2.4,356,3.8,42,32,True,2026-02-26
2011,Alexander Village Stay,4099,Melinda,Harlem,40.584328,-74.00441,Hotel room,Apartment,229,1,108,7.53,125,4.5,71,40,True,2026-04-23
2012,Paul Rapids Stay,4803,Angela,SoHo,40.594169,-73.762759,Hotel room,Studio,175,3,216,8.27,27,3.3,45,40,False,2026-01-04
2013,Kathy Mountain Stay,4227,Brian,Chelsea,40.616153,-73.952644,Entire home/apt,Apartment,215,8,118,6.85,84,4.6,27,19,True,2025-09-30
2014,Brandi Green Stay,8198,Jared,Chelsea,40.649409,-73.796786,Hotel room,Loft,255,11,28,3.8,246,4.4,73,35,True,2025-09-21
2015,Robert Terrace Stay,6230,Richard,Staten Island,40.582558,-74.000946,Private room,Apartment,117,12,39,0.82,169,4.0,14,14,False,2026-02-22
2016,Munoz Fall Stay,7113,Matthew,Manhattan,40.680283,-73.959065,Shared room,Studio,68,7,95,10.58,131,3.4,22,31,False,2025-09-20
2017,Johnson Gardens Stay,5466,Miranda,Manhattan,40.606409,-74.057538,Shared room,Loft,54,13,367,0.81,153,3.3,72,35,False,2025-06-29
2018,Maria Valleys Stay,2749,Jasmine,Bronx,40.84032,-73.780121,Shared room,Loft,34,9,279,10.53,314,3.8,24,18,True,2025-06-26
2019,Cynthia Mill Stay,6024,Brandi,Upper East Side,40.81863,-73.744904,Private room,Loft,122,2,51,1.07,255,3.1,34,24,False,2025-11-05
2020,Julie Shoal Stay,3643,Ariel,Harlem,40.653739,-73.979245,Entire home/apt,Villa,167,6,465,3.88,213,5.0,10,16,True,2026-01-15
2021,Gabriel Estate Stay,5095,Jacob,SoHo,40.727846,-74.098414,Shared room,Condo,38,14,440,1.0,227,3.5,47,19,False,2025-10-28
2022,Taylor Locks Stay,1812,David,Harlem,40.788297,-74.079745,Entire home/apt,Studio,294,1,407,9.5,292,4.1,19,8,False,2025-07-22
2023,Walters Highway Stay,5255,James,SoHo,40.752963,-73.804744,Entire home/apt,Condo,217,12,90,0.01,87,3.3,23,36,False,2025-10-21
2024,Fernandez Bridge Stay,2407,Evan,Brooklyn,40.711513,-73.718292,Hotel room,Studio,144,6,138,1.46,111,4.3,65,30,False,2026-05-07
2025,Eric Falls Stay,6234,Lindsay,Queens,40.72077,-73.924302,Shared room,Studio,75,10,50,8.0,242,4.1,17,26,True,2025-12-09
2026,Kimberly Place Stay,5638,Jonathan,Upper East Side,40.564013,-73.866841,Private room,House,69,10,138,6.05,148,3.2,10,10,True,2025-08-24
2027,Eric Mission Stay,3759,Lawrence,SoHo,40.664875,-74.038466,Hotel room,Studio,152,2,424,1.95,363,3.1,67,24,True,2026-02-25
2028,Danielle Pike Stay,9529,Kimberly,Manhattan,40.656401,-73.954405,Shared room,Villa,84,5,278,0.89,277,3.3,33,12,True,2025-06-09
2029,Danielle Coves Stay,5474,Susan,Harlem,40.777539,-73.869314,Hotel room,Villa,159,6,97,9.55,58,4.1,13,11,True,2026-02-05
2030,Edward Terrace Stay,9742,Eric,Manhattan,40.807001,-73.745115,Shared room,House,65,4,148,2.2,128,4.9,11,13,True,2026-01-05
2031,James Lane Stay,3590,Jose,Harlem,40.504011,-74.044225,Private room,Condo,60,4,479,10.02,129,3.3,78,32,False,2026-04-23
2032,Patricia Fall Stay,4242,Wendy,Chelsea,40.760725,-73.846208,Hotel room,Condo,238,11,338,7.08,274,4.0,64,30,False,2025-12-10
2033,Mason Keys Stay,6538,Haley,Manhattan,40.571391,-73.983155,Hotel room,Condo,194,12,26,0.25,111,4.4,57,9,True,2025-05-26
2034,William Station Stay,5530,Brendan,Upper East Side,40.573139,-73.961458,Hotel room,House,168,2,223,8.94,341,5.0,36,16,False,2025-10-03
2035,Williams Streets Stay,3773,Andre,Bronx,40.818014,-73.895484,Shared room,Villa,33,4,464,4.58,98,4.9,31,34,False,2025-08-22
2036,Garcia Park Stay,4805,Richard,Manhattan,40.640913,-73.734366,Hotel room,Villa,246,13,333,2.77,266,4.2,57,20,True,2026-04-02
2037,Denise Station Stay,6119,Dennis,Harlem,40.782844,-73.812034,Private room,Villa,88,6,3,9.78,335,3.0,71,28,True,2025-08-01
2038,Kathryn Street Stay,6677,Laura,Williamsburg,40.682427,-73.898172,Shared room,Studio,45,12,490,4.98,36,3.5,11,25,False,2026-04-06
2039,Cooper Mews Stay,3806,Alejandro,Upper East Side,40.565153,-73.951685,Shared room,Studio,55,6,172,1.21,96,4.4,51,9,False,2025-12-14
2040,Cody Junctions Stay,2630,Jim,Brooklyn,40.510364,-73.935712,Hotel room,House,271,5,175,1.29,117,5.0,64,19,False,2025-11-12
2041,Mckinney Pike Stay,9048,Dylan,Upper East Side,40.59494,-73.746839,Entire home/apt,Loft,495,3,72,2.85,68,3.8,72,37,False,2026-04-23
2042,Lynn Dam Stay,9453,George,Bronx,40.532071,-74.074749,Private room,House,179,13,447,6.32,318,4.3,39,27,False,2025-06-02
2043,Morrison Village Stay,6196,Ronald,Chelsea,40.879196,-73.930755,Shared room,House,40,13,438,5.98,111,3.1,49,18,True,2026-03-21
2044,Michael Street Stay,6477,Christina,Manhattan,40.812588,-73.867414,Hotel room,House,267,5,344,9.97,13,3.5,78,11,True,2026-01-09
2045,Christopher Coves Stay,3113,Kristen,Harlem,40.527089,-74.038774,Shared room,Studio,24,2,361,3.03,278,3.2,15,13,False,2025-10-09
2046,Swanson Plaza Stay,4138,Richard,Brooklyn,40.573487,-74.074308,Hotel room,Villa,194,10,310,6.89,5,3.4,26,6,False,2026-02-06
2047,Zachary Meadow Stay,3125,Thomas,Staten Island,40.541789,-73.935457,Hotel room,Loft,158,2,445,0.54,10,3.6,60,5,True,2026-05-07
2048,Debra Lodge Stay,6471,Kevin,Staten Island,40.884017,-73.917914,Entire home/apt,House,182,5,68,0.57,241,4.5,28,13,True,2025-07-12
2049,Brown Point Stay,7189,Alison,SoHo,40.817964,-74.069298,Hotel room,Villa,205,9,409,9.17,286,4.9,80,36,False,2025-09-04
2050,Jerry Junctions Stay,9193,Ryan,Harlem,40.692153,-73.837487,Hotel room,Villa,135,3,404,2.56,274,3.2,38,34,True,2026-04-22
2051,Charles Lakes Stay,5143,Jenna,Staten Island,40.627634,-73.804294,Hotel room,House,109,7,475,6.12,43,4.3,68,19,False,2026-03-16
2052,Eric Flats Stay,1656,Elizabeth,Williamsburg,40.59919,-73.846527,Entire home/apt,Condo,416,2,178,10.52,163,4.0,34,11,False,2026-01-11
2053,Gail Burg Stay,4132,Seth,Harlem,40.806883,-73.866588,Private room,Apartment,111,8,41,8.09,161,3.5,62,19,False,2025-10-10
2054,Brandon Wells Stay,6818,Michael,Chelsea,40.578888,-73.876431,Entire home/apt,House,147,5,95,0.66,177,3.7,54,26,True,2025-06-03
2055,Powell Extensions Stay,7769,Robert,SoHo,40.682413,-73.820583,Shared room,Loft,86,9,447,6.31,300,4.9,31,13,True,2026-04-27
2056,Choi Extensions Stay,6084,Frances,Manhattan,40.697796,-73.712039,Hotel room,House,85,2,400,2.09,206,3.2,66,28,False,2025-08-11
2057,Hubbard Brook Stay,7698,Bradley,Manhattan,40.69339,-73.891273,Shared room,Apartment,90,5,486,3.28,221,3.3,47,24,False,2026-04-13
2058,Gonzalez Hills Stay,9226,Francisco,Staten Island,40.685274,-73.788565,Hotel room,Condo,110,4,124,1.88,237,4.6,46,23,True,2026-04-29
2059,Bonilla Path Stay,9685,Jacqueline,Chelsea,40.726518,-73.854574,Private room,House,136,8,336,10.71,307,4.6,17,18,True,2025-12-31
2060,Davenport Turnpike Stay,7618,Abigail,Bronx,40.836592,-74.035662,Entire home/apt,Condo,346,8,11,3.39,270,3.2,34,8,True,2025-08-25
2061,Travis Lodge Stay,5330,Roger,Harlem,40.868931,-73.824264,Shared room,House,30,14,190,1.16,63,3.3,57,10,False,2026-04-14
2062,Teresa Turnpike Stay,3532,Michael,Manhattan,40.64164,-73.947467,Private room,Loft,157,11,240,3.55,352,3.7,58,13,False,2026-03-28
2063,Julia Drive Stay,2088,Robert,Queens,40.545417,-73.765613,Private room,Apartment,126,1,327,1.65,194,3.0,23,20,False,2025-06-15
2064,Joy Extension Stay,2235,Todd,Upper East Side,40.891108,-73.976283,Private room,Apartment,132,3,331,10.38,224,4.3,41,28,True,2025-07-31
2065,Terry Walks Stay,7706,Crystal,Staten Island,40.543467,-73.825832,Private room,Loft,70,11,391,7.45,312,3.6,28,31,True,2025-08-13
2066,Mitchell Orchard Stay,3526,Kimberly,Staten Island,40.66059,-74.049099,Shared room,Loft,60,11,319,4.42,273,3.2,49,7,True,2026-02-04
2067,Laurie Passage Stay,6698,Tricia,Queens,40.70447,-73.822534,Private room,Loft,134,11,377,11.2,170,4.8,31,37,True,2025-11-22
2068,Rodney Unions Stay,8390,Jill,Manhattan,40.823318,-73.955715,Hotel room,Loft,102,13,404,9.87,67,3.7,45,35,False,2025-09-05
2069,Sheri Meadows Stay,5018,Wendy,Chelsea,40.51357,-73.929145,Shared room,Loft,53,13,27,0.59,4,3.8,78,37,True,2025-10-26
2070,English River Stay,6980,Andrew,Staten Island,40.820931,-73.901264,Hotel room,House,286,10,116,9.42,287,3.7,47,29,True,2025-07-19
2071,White Ports Stay,3574,Anita,Brooklyn,40.843883,-73.998688,Private room,Apartment,105,6,374,2.38,222,3.1,65,8,True,2026-03-02
2072,Cindy Lodge Stay,6907,Raymond,Staten Island,40.767372,-73.742898,Hotel room,Apartment,114,2,361,5.72,103,3.2,60,8,True,2026-03-07
2073,Johnson Trail Stay,9331,Jonathan,SoHo,40.873769,-73.996537,Entire home/apt,Villa,238,5,480,1.85,285,4.1,29,20,False,2026-03-28
